epoch,step,train_loss,val_acc,val_loss
0,9,0.8691061735153198,,
0,19,0.5920004844665527,,
0,29,0.6531754732131958,,
0,39,0.7741121649742126,,
0,49,0.8956045508384705,,
0,59,0.508180558681488,,
0,69,0.5876476764678955,,
0,79,0.480374276638031,,
0,89,1.051071047782898,,
0,99,0.6192312240600586,,
0,109,0.6780179738998413,,
0,119,0.6870355010032654,,
0,129,0.507958710193634,,
0,139,0.7032463550567627,,
0,149,0.4712834060192108,,
0,159,0.5455189347267151,,
0,169,0.6113333702087402,,
0,179,0.60589599609375,,
0,189,0.5154577493667603,,
0,199,0.5220028162002563,,
0,209,0.7887669205665588,,
0,219,0.6089795231819153,,
0,229,0.5947504639625549,,
0,239,0.6887133121490479,,
0,249,0.7354603409767151,,
0,259,0.6376593112945557,,
0,269,0.6457951664924622,,
0,279,0.5676538348197937,,
0,289,0.5252987742424011,,
0,299,0.44099897146224976,,
0,309,0.6180008053779602,,
0,319,0.4890938699245453,,
0,329,0.44445478916168213,,
0,339,0.4523436427116394,,
0,349,0.2820422649383545,,
0,359,0.7545560598373413,,
0,369,0.40634843707084656,,
0,379,0.6287912130355835,,
0,389,0.6469044089317322,,
0,399,0.6993227601051331,,
0,409,0.6864573955535889,,
0,419,0.5915542244911194,,
0,429,0.7205638289451599,,
0,439,0.49251219630241394,,
0,449,0.36362332105636597,,
0,459,0.33693698048591614,,
0,469,0.7980945110321045,,
0,479,0.4965042173862457,,
0,489,0.5261425971984863,,
0,499,0.3765823543071747,,
0,509,0.38817405700683594,,
0,519,0.5519408583641052,,
0,529,0.3668956160545349,,
0,539,0.36653539538383484,,
0,549,0.5316717028617859,,
0,559,0.34501683712005615,,
0,569,0.39796504378318787,,
0,579,0.43948233127593994,,
0,589,0.2864626348018646,,
0,599,0.43387407064437866,,
0,609,0.43736982345581055,,
0,619,0.4276984930038452,,
0,629,0.3829129636287689,,
0,639,0.3810741603374481,,
0,649,0.539921760559082,,
0,659,0.6289626955986023,,
0,669,0.7146428823471069,,
0,679,0.3364880383014679,,
0,689,0.5906400680541992,,
0,699,0.44401538372039795,,
0,709,0.6962167620658875,,
0,719,0.4550166130065918,,
0,729,0.4588663876056671,,
0,739,0.486875057220459,,
0,749,0.6079807281494141,,
0,759,0.3421964943408966,,
0,769,0.5489230155944824,,
0,779,0.3566233515739441,,
0,789,0.2316613644361496,,
0,799,0.5052842497825623,,
0,809,0.7424414157867432,,
0,819,0.23209579288959503,,
0,829,0.4573030471801758,,
0,839,0.3574066758155823,,
0,849,0.8550888895988464,,
0,859,0.35089829564094543,,
0,869,0.45036011934280396,,
0,879,0.35697659850120544,,
0,889,0.622866690158844,,
0,899,0.5762258172035217,,
0,909,0.5993185639381409,,
0,919,0.33568328619003296,,
0,929,0.374401330947876,,
0,939,0.28369957208633423,,
0,949,0.2823014259338379,,
0,959,0.4669267237186432,,
0,969,0.5313447117805481,,
0,979,0.6208565831184387,,
0,989,0.44390395283699036,,
0,999,0.4081939160823822,,
0,1009,0.4814096987247467,,
0,1019,0.36779969930648804,,
0,1029,0.3387674391269684,,
0,1039,0.6449642777442932,,
0,1049,0.3273015022277832,,
0,1059,0.24684830009937286,,
0,1069,0.3970269560813904,,
0,1079,0.33567461371421814,,
0,1089,0.4876287877559662,,
0,1099,0.546490490436554,,
0,1109,0.3614450693130493,,
0,1119,0.4517403542995453,,
0,1129,0.32633399963378906,,
0,1139,0.38100606203079224,,
0,1149,0.2635006904602051,,
0,1159,0.5214713215827942,,
0,1169,0.8521791696548462,,
0,1179,0.4517028033733368,,
0,1189,0.3699032664299011,,
0,1199,0.3207836151123047,,
0,1209,0.5482562780380249,,
0,1219,0.2818807363510132,,
0,1229,0.24840566515922546,,
0,1239,0.3235437572002411,,
0,1249,0.17482110857963562,,
0,1259,0.4530313313007355,,
0,1269,0.30089446902275085,,
0,1279,0.3638386130332947,,
0,1289,0.25140711665153503,,
0,1299,0.3015839457511902,,
0,1309,0.39458519220352173,,
0,1319,0.2729143798351288,,
0,1329,0.6549593806266785,,
0,1339,0.34390586614608765,,
0,1349,0.33429381251335144,,
0,1359,0.35201624035835266,,
