epoch,step,train_loss
0,9,1.0423160791397095
0,19,0.8389303088188171
0,29,0.5343811511993408
0,39,0.6877197623252869
0,49,0.6428114771842957
0,59,1.1700689792633057
0,69,0.6790075302124023
0,79,0.7396886944770813
0,89,0.43000471591949463
0,99,0.6583384871482849
0,109,0.43701469898223877
0,119,0.8721523284912109
0,129,0.5776183605194092
0,139,0.4620944559574127
0,149,0.44887104630470276
0,159,0.4089186489582062
0,169,0.5764977335929871
0,179,0.44736263155937195
0,189,0.5363671779632568
0,199,0.5109476447105408
0,209,0.5939747095108032
0,219,0.5191608667373657
0,229,0.48507165908813477
0,239,0.4769424796104431
0,249,0.5994141101837158
0,259,0.48876166343688965
0,269,0.6220673322677612
0,279,0.4392987787723541
0,289,0.5176475048065186
0,299,0.6208954453468323
0,309,0.6225921511650085
0,319,0.5836014151573181
0,329,0.5782866477966309
0,339,0.6982250809669495
0,349,0.371203750371933
0,359,0.5461106896400452
0,369,0.38063424825668335
0,379,0.4871740937232971
0,389,0.3293944001197815
0,399,0.304604709148407
0,409,0.5690077543258667
0,419,0.5724061727523804
0,429,0.632697582244873
0,439,0.3509502112865448
0,449,0.569829523563385
0,459,0.692680299282074
0,469,0.5958932638168335
0,479,0.44644346833229065
0,489,0.46740952134132385
0,499,0.4953013062477112
0,509,0.36852097511291504
0,519,0.2870732545852661
0,529,0.6695120930671692
0,539,0.5673736333847046
0,549,0.654097318649292
0,559,0.7546630501747131
0,569,0.29069921374320984
0,579,0.3930773138999939
0,589,0.49770334362983704
0,599,0.27385106682777405
0,609,0.44497403502464294
0,619,0.36323392391204834
0,629,0.5211877822875977
0,639,0.38843774795532227
0,649,0.3959224224090576
0,659,0.30431222915649414
0,669,0.5494526624679565
0,679,0.43612971901893616
0,689,0.3483724594116211
0,699,0.36272352933883667
0,709,0.39001044631004333
0,719,0.5038723349571228
0,729,0.2668460011482239
0,739,0.3802826404571533
0,749,0.3923754394054413
0,759,0.42449167370796204
0,769,0.24244195222854614
0,779,0.46082717180252075
0,789,0.5937021970748901
0,799,0.49844658374786377
0,809,0.4186948835849762
0,819,0.50685715675354
